,file,language,header1,header2,paragraph
2296,example_pdfs/N25610-56_9707_11_OCT19_Russelhobbs.pdf,cs,PÉČE A ÚDRŽBA,SAMOČIŠTĚNÍ,3. 
2297,example_pdfs/N25610-56_9707_11_OCT19_Russelhobbs.pdf,cs,PÉČE A ÚDRŽBA,SAMOČIŠTĚNÍ,Stiskněte tlačítko c. 
2298,example_pdfs/N25610-56_9707_11_OCT19_Russelhobbs.pdf,cs,PÉČE A ÚDRŽBA,SAMOČIŠTĚNÍ,4. 
2299,example_pdfs/N25610-56_9707_11_OCT19_Russelhobbs.pdf,cs,PÉČE A ÚDRŽBA,SAMOČIŠTĚNÍ,Spustí se proces automatického samočištění a bude trvat přibližně 45 minut.
2300,example_pdfs/N25610-56_9707_11_OCT19_Russelhobbs.pdf,cs,PÉČE A ÚDRŽBA,SAMOČIŠTĚNÍ,5. 
2301,example_pdfs/N25610-56_9707_11_OCT19_Russelhobbs.pdf,cs,PÉČE A ÚDRŽBA,SAMOČIŠTĚNÍ,Po dokončení samočisticího procesu se kávovar vypne.
2302,example_pdfs/N25610-56_9707_11_OCT19_Russelhobbs.pdf,cs,PÉČE A ÚDRŽBA,SAMOČIŠTĚNÍ,"• Výrobky reklamované kvůli vadám způsobeným vodním kamenem, budou opraveny za úplatu."
2303,example_pdfs/N25610-56_9707_11_OCT19_Russelhobbs.pdf,cs,PÉČE A ÚDRŽBA,FREKVENCE ČIŠTĚNÍ,Denně: 
2304,example_pdfs/N25610-56_9707_11_OCT19_Russelhobbs.pdf,cs,PÉČE A ÚDRŽBA,FREKVENCE ČIŠTĚNÍ,"Podle potřeby odstraňujte použitou kávu (sedlinu) i filtrační papíry. Vyčistěte držák filtru a karafu. Otřete vybarvenou plochu na obrázku H kusem vlhké papírové utěrky. V případě potřeby použijte štěteček, abyste vymetli všechny zbytky kávy."
2305,example_pdfs/N25610-56_9707_11_OCT19_Russelhobbs.pdf,cs,PÉČE A ÚDRŽBA,FREKVENCE ČIŠTĚNÍ,Týdně: 
2306,example_pdfs/N25610-56_9707_11_OCT19_Russelhobbs.pdf,cs,PÉČE A ÚDRŽBA,FREKVENCE ČIŠTĚNÍ,Vyčistěte mlýnek.
2307,example_pdfs/N25610-56_9707_11_OCT19_Russelhobbs.pdf,cs,CHYBOVÉ KÓDY,,Jako pomoc při řešení problémů se může na vašem kávovaru zobrazit jeden z následujících chybových kódů.
2308,example_pdfs/N25610-56_9707_11_OCT19_Russelhobbs.pdf,cs,CHYBOVÉ KÓDY,VÝZNAM,E01Násypka na kávová zrna není správně nasazena. Násypku vyjměte a znovu ji nasaďte.
2309,example_pdfs/N25610-56_9707_11_OCT19_Russelhobbs.pdf,cs,CHYBOVÉ KÓDY,VÝZNAM,"E02Uzávěr je otevřený (umístěný pod mlecí hlavou). Vypojte přístroj ze sítě a nechte jej vychladnout. Otřete vybarvenou plochu na obrázku H kusem vlhké papírové utěrky. V případě potřeby použijte štěteček, abyste vymetli všechny zbytky kávy."
2310,example_pdfs/N25610-56_9707_11_OCT19_Russelhobbs.pdf,cs,CHYBOVÉ KÓDY,VÝZNAM,"E03Uzávěr nelze uzavřít (umístěn pod mlecí hlavou). Vypojte přístroj ze sítě a nechte jej vychladnout. Otřete vybarvenou plochu na obrázku H kusem vlhké papírové utěrky. V případě potřeby použijte štěteček, abyste vymetli všechny zbytky kávy."
2311,example_pdfs/N25610-56_9707_11_OCT19_Russelhobbs.pdf,cs,RECYKLACE,,"WAby nedocházelo k ničení životního prostředí a zdraví kvůli obsaženým nebezpečným látkám, přístroje a dobíjecí i nedobíjecí baterie označené jedním z těchto symbolů nesmějí být vyhazovány do směsného komunálního odpadu. Elektrické a elektronické výrobky, a pokud to přísluší, i dobíjecí i nedobíjecí baterie, vždy likvidujte na oficiálním recyklačním/sběrném místě."
2312,example_pdfs/N25610-56_9707_11_OCT19_Russelhobbs.pdf,cs,RECYKLACE,,"GBDEFRNLITESPTDKSENOFIRUCZSKPLHRSIGRHUTRROBGAEPrečítajte si pokyny a odložte tak, aby ste ich mohli priložiť pri prípadnom odovzdaní výrobku niekomu inému. Pred použitím odstráňte všetky obaly."
2313,example_pdfs/N25610-56_9707_11_OCT19_Russelhobbs.pdf,sk,DÔLEŽITÉ BEZPEČNOSTNÉ OPATRENIA,,"Dodržujte základné bezpečnostné opatrenia, vrátane:"
2314,example_pdfs/N25610-56_9707_11_OCT19_Russelhobbs.pdf,sk,DÔLEŽITÉ BEZPEČNOSTNÉ OPATRENIA,,"Tento prístroj môžu používať osoby so zníženými fyzickými, zmyslovými alebo duševnými schopnosťami alebo nedostatkom skúseností a znalostí ak sú pod dozorom/vedením a uvedomujú si s tým spojené riziká."
2315,example_pdfs/N25610-56_9707_11_OCT19_Russelhobbs.pdf,sk,DÔLEŽITÉ BEZPEČNOSTNÉ OPATRENIA,,"Deti sa s prístrojom nesmú hrať, ani ho používať."
2316,example_pdfs/N25610-56_9707_11_OCT19_Russelhobbs.pdf,sk,DÔLEŽITÉ BEZPEČNOSTNÉ OPATRENIA,,Uchovávajte prístroj a kábel mimo dosahu detí.
2317,example_pdfs/N25610-56_9707_11_OCT19_Russelhobbs.pdf,sk,DÔLEŽITÉ BEZPEČNOSTNÉ OPATRENIA,,Nesprávne používanie spotrebiča môže viesť k poraneniu.
2318,example_pdfs/N25610-56_9707_11_OCT19_Russelhobbs.pdf,sk,DÔLEŽITÉ BEZPEČNOSTNÉ OPATRENIA,,h Povrchy spotrebiča budú horúce. Zvyškové teplo bude po použití udržiavať povrchy teplé.
2319,example_pdfs/N25610-56_9707_11_OCT19_Russelhobbs.pdf,sk,DÔLEŽITÉ BEZPEČNOSTNÉ OPATRENIA,,Neponárajte telo prístroja do tekutiny.
2320,example_pdfs/N25610-56_9707_11_OCT19_Russelhobbs.pdf,sk,DÔLEŽITÉ BEZPEČNOSTNÉ OPATRENIA,,"Ak je prívodný kábel poškodený, musí byť vymenený výrobcom, jeho servisným technikom alebo iným kvalifikovaným odborníkom, aby nedošlo k riziku."
2321,example_pdfs/N25610-56_9707_11_OCT19_Russelhobbs.pdf,sk,DÔLEŽITÉ BEZPEČNOSTNÉ OPATRENIA,,Povrch ohrievacieho telesa je po použití pod vplyvom zvyškového tepla.
2322,example_pdfs/N25610-56_9707_11_OCT19_Russelhobbs.pdf,sk,DÔLEŽITÉ BEZPEČNOSTNÉ OPATRENIA,,Kávovar sa počas používania nemá umiestňovať do skrinky.
2323,example_pdfs/N25610-56_9707_11_OCT19_Russelhobbs.pdf,sk,DÔLEŽITÉ BEZPEČNOSTNÉ OPATRENIA,,"Prístroj používajte podľa tohto návodu. Akékoľvek iné použitie môže spôsobiť potenciálne zranenie, elektrický šok alebo iné riziká."
2324,example_pdfs/N25610-56_9707_11_OCT19_Russelhobbs.pdf,sk,DÔLEŽITÉ BEZPEČNOSTNÉ OPATRENIA,,"Tento prístroj môžu používať osoby so zníženými fyzickými, senzorickými alebo mentálnymi schopnosťami alebo nedostatkom skúseností a vedomostí ak sú pod dozorom, alebo dostali pokyny súvisiace s používaním prístroja bezpečným spôsobom a chápu riziká s tým spojené."
2325,example_pdfs/N25610-56_9707_11_OCT19_Russelhobbs.pdf,sk,DÔLEŽITÉ BEZPEČNOSTNÉ OPATRENIA,,"Tento prístroj je určený na domáce použitie a použitie v podobných situáciách, ako sú napríklad:"
2326,example_pdfs/N25610-56_9707_11_OCT19_Russelhobbs.pdf,sk,DÔLEŽITÉ BEZPEČNOSTNÉ OPATRENIA,,"• kuchynky pre zamestnancov v obchodoch, kanceláriách a iných pracovných prostrediach;"
2327,example_pdfs/N25610-56_9707_11_OCT19_Russelhobbs.pdf,sk,DÔLEŽITÉ BEZPEČNOSTNÉ OPATRENIA,,"• použitie klientami v hoteloch, moteloch a iných prostrediach rezidenčného typu;"
2328,example_pdfs/N25610-56_9707_11_OCT19_Russelhobbs.pdf,sk,DÔLEŽITÉ BEZPEČNOSTNÉ OPATRENIA,,• v prostrediach typu penziónov;
2329,example_pdfs/N25610-56_9707_11_OCT19_Russelhobbs.pdf,sk,DÔLEŽITÉ BEZPEČNOSTNÉ OPATRENIA,,• vo farmárskych domoch.
2330,example_pdfs/N25610-56_9707_11_OCT19_Russelhobbs.pdf,sk,DÔLEŽITÉ BEZPEČNOSTNÉ OPATRENIA,,"b Nepoužívajte tento prístroj v blízkosti vane, sprchy, umývadla alebo iných nádob s vodou."
2331,example_pdfs/N25610-56_9707_11_OCT19_Russelhobbs.pdf,sk,DÔLEŽITÉ BEZPEČNOSTNÉ OPATRENIA,,"• Spotrebič postavte na stabilný, vodorovný a teplu odolný povrch."
2332,example_pdfs/N25610-56_9707_11_OCT19_Russelhobbs.pdf,sk,DÔLEŽITÉ BEZPEČNOSTNÉ OPATRENIA,,"• Nepoužívajte spotrebič na iné účely ako tie, ktoré sú popísané v týchto pokynoch."
2333,example_pdfs/N25610-56_9707_11_OCT19_Russelhobbs.pdf,sk,DÔLEŽITÉ BEZPEČNOSTNÉ OPATRENIA,,"• Nepoužívajte tento spotrebič, ak je poškodený alebo má poruchu."
2334,example_pdfs/N25610-56_9707_11_OCT19_Russelhobbs.pdf,sk,ČASTI,,1. 
2335,example_pdfs/N25610-56_9707_11_OCT19_Russelhobbs.pdf,sk,ČASTI,,Zásobník na kávové zrná a veko2. 
2336,example_pdfs/N25610-56_9707_11_OCT19_Russelhobbs.pdf,sk,ČASTI,,Ovládač hrúbky mletia kávy3. 
2337,example_pdfs/N25610-56_9707_11_OCT19_Russelhobbs.pdf,sk,ČASTI,,Zásobník na vodu4. 
2338,example_pdfs/N25610-56_9707_11_OCT19_Russelhobbs.pdf,sk,ČASTI,,Displej5. 
2339,example_pdfs/N25610-56_9707_11_OCT19_Russelhobbs.pdf,sk,ČASTI,,Riadiaci panel6. 
2340,example_pdfs/N25610-56_9707_11_OCT19_Russelhobbs.pdf,sk,ČASTI,,Ohrievacia platňa7. 
2341,example_pdfs/N25610-56_9707_11_OCT19_Russelhobbs.pdf,sk,ČASTI,,Varná kanvica8. 
2342,example_pdfs/N25610-56_9707_11_OCT19_Russelhobbs.pdf,sk,ČASTI,,Komora na držiak filtra9. 
2343,example_pdfs/N25610-56_9707_11_OCT19_Russelhobbs.pdf,sk,ČASTI,,Držiak filtra10. Papierový filter č. 4 (nie je súčasťou balenia)11. 
2344,example_pdfs/N25610-56_9707_11_OCT19_Russelhobbs.pdf,sk,ČASTI,,Čistiaca kefka
2345,example_pdfs/N25610-56_9707_11_OCT19_Russelhobbs.pdf,sk,PRED PRVÝM POUŽITÍM,,"Postupujte podľa návodu pod hlavičkou POUŽÍVANIE REŽIMU S VOPRED ZOMLETOU KÁVOU, ale BEZ pridania papierového filtra alebo kávy. Po tom, čo voda prebehne strojom, vylejte ju. Umyte a osušte varnú kanvicu."
2346,example_pdfs/N25610-56_9707_11_OCT19_Russelhobbs.pdf,sk,ULOŽENIE KÁBLA,,Prečnievajúci kábel je možné uložiť zatlačením späť do tela prístroja.
2347,example_pdfs/N25610-56_9707_11_OCT19_Russelhobbs.pdf,sk,ULOŽENIE KÁBLA,,Prečnievajúci kábel uložte zatlačením späť do tela prístroja.
2348,example_pdfs/N25610-56_9707_11_OCT19_Russelhobbs.pdf,sk,NASTAVTE ČAS,,"Nastavenie hodín nie je potrebné na to, aby ste kávovar mohli používať, ale je potrebné ich nastaviť, ak chcete používať funkcie časovača."
2349,example_pdfs/N25610-56_9707_11_OCT19_Russelhobbs.pdf,sk,NASTAVTE ČAS,,1. 
2350,example_pdfs/N25610-56_9707_11_OCT19_Russelhobbs.pdf,sk,NASTAVTE ČAS,,Vložte zástrčku do elektrickej zásuvky.
2351,example_pdfs/N25610-56_9707_11_OCT19_Russelhobbs.pdf,sk,NASTAVTE ČAS,,2. 
2352,example_pdfs/N25610-56_9707_11_OCT19_Russelhobbs.pdf,sk,NASTAVTE ČAS,,Na displeji bude blikať 12:00. 
2353,example_pdfs/N25610-56_9707_11_OCT19_Russelhobbs.pdf,sk,NASTAVTE ČAS,,3. 
2354,example_pdfs/N25610-56_9707_11_OCT19_Russelhobbs.pdf,sk,NASTAVTE ČAS,,Pomocou tlačidiel hr (hod) a min (min) nastavte správny čas v 24-hodinovom formáte.
2355,example_pdfs/N25610-56_9707_11_OCT19_Russelhobbs.pdf,sk,NASTAVTE ČAS,,"• Hodiny si zachovajú svoje nastavenia, až kým sa kávovar neodpojí z elektrickej zásuvky."
2356,example_pdfs/N25610-56_9707_11_OCT19_Russelhobbs.pdf,sk,NASTAVTE ČAS,,"• Pomocou tlačidiel hr (hod) a min (min) nastavte nový čas. Ak nestlačíte tlačidlo hr (hod) alebo min (min) do 15 sekúnd, kávovar sa vráti do zobrazovania času nastaveného predtým."
2357,example_pdfs/N25610-56_9707_11_OCT19_Russelhobbs.pdf,sk,OVLÁDAČE A DISPLEJ,OVLÁDAČE,"hr, minPoužívané na nastavenie času (hodiny a minúty)bbPoužívané na voľbu sily kávy. Pre režim Mletie & Príprava sú tieto možnosti: "
2358,example_pdfs/N25610-56_9707_11_OCT19_Russelhobbs.pdf,sk,OVLÁDAČE A DISPLEJ,OVLÁDAČE,b bežná bb stredne silná bbb silná. Vopred nastavená hodnota je bb. Pre vopred zomletú kávu sú možnosti VYPNUTÉ a ZAPNUTÉ. 
2359,example_pdfs/N25610-56_9707_11_OCT19_Russelhobbs.pdf,sk,OVLÁDAČE A DISPLEJ,OVLÁDAČE,"gPočet šálok, ktoré sa prekvapkávajú (iba v režime Mletie & Príprava). Zvolí množstvo kávy, ktorá sa zomelie, v závislosti od množstva vody v zásobníku. Možnosti: "
2360,example_pdfs/N25610-56_9707_11_OCT19_Russelhobbs.pdf,sk,OVLÁDAČE A DISPLEJ,OVLÁDAČE,", , ,  a . Prednastavená hodnota je ."
2361,example_pdfs/N25610-56_9707_11_OCT19_Russelhobbs.pdf,sk,OVLÁDAČE A DISPLEJ,OVLÁDAČE,YPoužívané na nastavenie časovača.
2362,example_pdfs/N25610-56_9707_11_OCT19_Russelhobbs.pdf,sk,OVLÁDAČE A DISPLEJ,OVLÁDAČE,"sVoľba režimu. Týmto tlačidlom vyberáte režim Mletie & Príprava (na displeji sa zobrazí g), alebo režim s vopred pomletou kávou (na displeji sa zobratí s). "
2363,example_pdfs/N25610-56_9707_11_OCT19_Russelhobbs.pdf,sk,OVLÁDAČE A DISPLEJ,OVLÁDAČE,+Spustí proces prekvapkávania kávy.
2364,example_pdfs/N25610-56_9707_11_OCT19_Russelhobbs.pdf,sk,OVLÁDAČE A DISPLEJ,OVLÁDAČE,cSpustí režim samočistenia.
2365,example_pdfs/N25610-56_9707_11_OCT19_Russelhobbs.pdf,sk,OVLÁDAČE A DISPLEJ,IKONKY DISPLEJA,"b,  bb,  bbbZobrazuje zvolenú silu kávy. Pre režim Mletie & Príprava sú na displeji zobrazené tieto možnosti: "
2366,example_pdfs/N25610-56_9707_11_OCT19_Russelhobbs.pdf,sk,OVLÁDAČE A DISPLEJ,IKONKY DISPLEJA,"b bežná bb stredne silná bbb silná. Ak je pri vopred zomletej káve režim výberu sily kávy VYPNUTÝ, nebude sa zobrazovať ikonka b. Ak je režim sily kávy ZAPNUTÝ, na displeji sa zobrazí b. "
2367,example_pdfs/N25610-56_9707_11_OCT19_Russelhobbs.pdf,sk,OVLÁDAČE A DISPLEJ,IKONKY DISPLEJA,", , ,  a Zobrazuje zvolený počet šálok, ktoré sa práve prekvapkávajú (iba v režime Mletie & Príprava)."
2368,example_pdfs/N25610-56_9707_11_OCT19_Russelhobbs.pdf,sk,OVLÁDAČE A DISPLEJ,IKONKY DISPLEJA,gZvolený režim Mletie & Príprava.
2369,example_pdfs/N25610-56_9707_11_OCT19_Russelhobbs.pdf,sk,OVLÁDAČE A DISPLEJ,IKONKY DISPLEJA,sZvolený režim Vopred zomletá káva.
2370,example_pdfs/N25610-56_9707_11_OCT19_Russelhobbs.pdf,sk,OVLÁDAČE A DISPLEJ,IKONKY DISPLEJA,CLE cStroj vyžaduje čistenie. Použite funkciu samočistenie.
2371,example_pdfs/N25610-56_9707_11_OCT19_Russelhobbs.pdf,sk,PREVÁDZKOVÉ REŽIMY,,Tento kávovar má dva prevádzkové režimy.
2372,example_pdfs/N25610-56_9707_11_OCT19_Russelhobbs.pdf,sk,PREVÁDZKOVÉ REŽIMY,REŽIM MLETIE & PRÍPRAVA,Tento režim používa na prípravu kávy čerstvé kávové zrná.
2373,example_pdfs/N25610-56_9707_11_OCT19_Russelhobbs.pdf,sk,PREVÁDZKOVÉ REŽIMY,REŽIM VOPRED ZOMLETÁ KÁVA,"Tento režim používa na prípravu kávy vopred zomletú kávu, ktorá sa pridáva priamo do filtra."
2374,example_pdfs/N25610-56_9707_11_OCT19_Russelhobbs.pdf,sk,POUŽÍVANIE REŽIMU MLETIE & PRÍPRAVA,,"Kvalita a chuť vašej kávy závisí od druhu kávových zŕn, hrúbke mletia a času prípravy kávy. Odporúčame vám, aby ste vyskúšali rôzne hrúbky mletia a silu kávy pomocou príslušných tlačidiel, kým neobjavíte nastavenia, ktoré vám najviac vyhovujú."
2375,example_pdfs/N25610-56_9707_11_OCT19_Russelhobbs.pdf,sk,POUŽÍVANIE REŽIMU MLETIE & PRÍPRAVA,,1. 
2376,example_pdfs/N25610-56_9707_11_OCT19_Russelhobbs.pdf,sk,POUŽÍVANIE REŽIMU MLETIE & PRÍPRAVA,,"Režim Mletie & Príprava zvolíte stláčaním tlačidla s, až kým sa na displeji nezobrazí ikonka g.  "
2377,example_pdfs/N25610-56_9707_11_OCT19_Russelhobbs.pdf,sk,POUŽÍVANIE REŽIMU MLETIE & PRÍPRAVA,,2. 
2378,example_pdfs/N25610-56_9707_11_OCT19_Russelhobbs.pdf,sk,POUŽÍVANIE REŽIMU MLETIE & PRÍPRAVA,,"Naplňte nádržku požadovaným množstvom vody. Majte na pamäti, že počas prípravy kávy sa využije VŠETKA voda, ktorú nalejete do nádržky."
2379,example_pdfs/N25610-56_9707_11_OCT19_Russelhobbs.pdf,sk,POUŽÍVANIE REŽIMU MLETIE & PRÍPRAVA,,3. 
2380,example_pdfs/N25610-56_9707_11_OCT19_Russelhobbs.pdf,sk,POUŽÍVANIE REŽIMU MLETIE & PRÍPRAVA,,Otvorte priehradku s filtrom a vložte do držiaka filtra papierový filter č. 4. Priehradku zatvorte.
2381,example_pdfs/N25610-56_9707_11_OCT19_Russelhobbs.pdf,sk,POUŽÍVANIE REŽIMU MLETIE & PRÍPRAVA,,4. 
2382,example_pdfs/N25610-56_9707_11_OCT19_Russelhobbs.pdf,sk,POUŽÍVANIE REŽIMU MLETIE & PRÍPRAVA,,"Otvorte veko na zásobníku na kávové zrná a naplňte ho čerstvými kávovými zrnami. Nenapĺňajte ho príliš, aby ste mohli veko založiť na miesto. "
2383,example_pdfs/N25610-56_9707_11_OCT19_Russelhobbs.pdf,sk,POUŽÍVANIE REŽIMU MLETIE & PRÍPRAVA,,Tesnenie veka umožní udržať kávové zrná čerstvé aj na ďalšie použitia.
2384,example_pdfs/N25610-56_9707_11_OCT19_Russelhobbs.pdf,sk,POUŽÍVANIE REŽIMU MLETIE & PRÍPRAVA,,5. 
2385,example_pdfs/N25610-56_9707_11_OCT19_Russelhobbs.pdf,sk,POUŽÍVANIE REŽIMU MLETIE & PRÍPRAVA,,"Ovládač hrúbky mletia kávy otočte na požadované nastavenie (l jemné, l stredné a l hrubé). "
2386,example_pdfs/N25610-56_9707_11_OCT19_Russelhobbs.pdf,sk,POUŽÍVANIE REŽIMU MLETIE & PRÍPRAVA,,6. 
2387,example_pdfs/N25610-56_9707_11_OCT19_Russelhobbs.pdf,sk,POUŽÍVANIE REŽIMU MLETIE & PRÍPRAVA,,"Stlačte tlačidlo g na voľbu počtu šálok, ktoré pripravujete. Nastavenie, ktoré zvolíte, bude závisieť od množstva vody, ktoré ste naliali do nádržky. "
2388,example_pdfs/N25610-56_9707_11_OCT19_Russelhobbs.pdf,sk,POUŽÍVANIE REŽIMU MLETIE & PRÍPRAVA,,"Napríklad, ak ste nádržku naplnili po značku  šálok, nastavte počet tiež na  šálok. Prednastavené množstvo je . "
2389,example_pdfs/N25610-56_9707_11_OCT19_Russelhobbs.pdf,sk,POUŽÍVANIE REŽIMU MLETIE & PRÍPRAVA,,7. 
2390,example_pdfs/N25610-56_9707_11_OCT19_Russelhobbs.pdf,sk,POUŽÍVANIE REŽIMU MLETIE & PRÍPRAVA,,Zvoľte požadovanú silu kávy pomocou tlačidla bb. Prednastavené nastavenie je bb. 
2391,example_pdfs/N25610-56_9707_11_OCT19_Russelhobbs.pdf,sk,POUŽÍVANIE REŽIMU MLETIE & PRÍPRAVA,,8. 
2392,example_pdfs/N25610-56_9707_11_OCT19_Russelhobbs.pdf,sk,POUŽÍVANIE REŽIMU MLETIE & PRÍPRAVA,,Stlačte tlačidlo + na spustenie prekvapkávania kávy. Po krátkom čase sa spustí mlynček a počas prekvapkávania kávy bude svetelná kontrolka okolo tlačidla blikať.
2393,example_pdfs/N25610-56_9707_11_OCT19_Russelhobbs.pdf,sk,POUŽÍVANIE REŽIMU MLETIE & PRÍPRAVA,,9. 
2394,example_pdfs/N25610-56_9707_11_OCT19_Russelhobbs.pdf,sk,POUŽÍVANIE REŽIMU MLETIE & PRÍPRAVA,,Po dokončení kávy svetielko prestane blikať a zostane svietiť.
2395,example_pdfs/N25610-56_9707_11_OCT19_Russelhobbs.pdf,sk,POUŽÍVANIE REŽIMU VOPRED ZOMLETÁ KÁVA,,1. 
2396,example_pdfs/N25610-56_9707_11_OCT19_Russelhobbs.pdf,sk,POUŽÍVANIE REŽIMU VOPRED ZOMLETÁ KÁVA,,"Režim Vopred zomletá káva zvolíte stláčaním tlačidla s, kým sa na displeji nezobrazí ikonka s.  "
2397,example_pdfs/N25610-56_9707_11_OCT19_Russelhobbs.pdf,sk,POUŽÍVANIE REŽIMU VOPRED ZOMLETÁ KÁVA,,2. 
2398,example_pdfs/N25610-56_9707_11_OCT19_Russelhobbs.pdf,sk,POUŽÍVANIE REŽIMU VOPRED ZOMLETÁ KÁVA,,"Naplňte nádržku požadovaným množstvom vody. Majte na pamäti, že počas prípravy kávy sa využije VŠETKA voda, ktorú nalejete do nádržky."
2399,example_pdfs/N25610-56_9707_11_OCT19_Russelhobbs.pdf,sk,POUŽÍVANIE REŽIMU VOPRED ZOMLETÁ KÁVA,,3. 
2400,example_pdfs/N25610-56_9707_11_OCT19_Russelhobbs.pdf,sk,POUŽÍVANIE REŽIMU VOPRED ZOMLETÁ KÁVA,,Otvorte priehradku s filtrom a vložte do držiaka filtra papierový filter č. 4. 
2401,example_pdfs/N25610-56_9707_11_OCT19_Russelhobbs.pdf,sk,POUŽÍVANIE REŽIMU VOPRED ZOMLETÁ KÁVA,,4. 
2402,example_pdfs/N25610-56_9707_11_OCT19_Russelhobbs.pdf,sk,POUŽÍVANIE REŽIMU VOPRED ZOMLETÁ KÁVA,,"Na každú veľkú šálku pridajte do filtra 6 g zomletej kávy. Množstvo zomletej kávy, ktorú pridáte, bude závisieť od toho, koľko vody ste naliali do zásobníka. Napríklad, ak ste zásobník naplnili po značku  šálok, pridajte 6 odmeriek zomletej kávy."
2403,example_pdfs/N25610-56_9707_11_OCT19_Russelhobbs.pdf,sk,POUŽÍVANIE REŽIMU VOPRED ZOMLETÁ KÁVA,,5. 
2404,example_pdfs/N25610-56_9707_11_OCT19_Russelhobbs.pdf,sk,POUŽÍVANIE REŽIMU VOPRED ZOMLETÁ KÁVA,,Zatvorte priehradku s filtrom.
2405,example_pdfs/N25610-56_9707_11_OCT19_Russelhobbs.pdf,sk,POUŽÍVANIE REŽIMU VOPRED ZOMLETÁ KÁVA,,6. 
2406,example_pdfs/N25610-56_9707_11_OCT19_Russelhobbs.pdf,sk,POUŽÍVANIE REŽIMU VOPRED ZOMLETÁ KÁVA,,"Zvoľte požadovanú silu kávy pomocou tlačidla bb.   Prednastavené nastavenie je VYPNUTÉ. ZAPNUTIE režimu sily kávy bude znamenať silnejšiu kávu, lebo sa spomalí rýchlosť, ktorou voda prechádza cez vopred zomletú kávu."
2407,example_pdfs/N25610-56_9707_11_OCT19_Russelhobbs.pdf,sk,POUŽÍVANIE REŽIMU VOPRED ZOMLETÁ KÁVA,,7. 
2408,example_pdfs/N25610-56_9707_11_OCT19_Russelhobbs.pdf,sk,POUŽÍVANIE REŽIMU VOPRED ZOMLETÁ KÁVA,,Stlačte tlačidlo + na spustenie prekvapkávania kávy. Po krátkom čase sa spustí mlynček a počas prekvapkávania kávy bude svetelná kontrolka okolo tlačidla blikať.
2409,example_pdfs/N25610-56_9707_11_OCT19_Russelhobbs.pdf,sk,POUŽÍVANIE REŽIMU VOPRED ZOMLETÁ KÁVA,,8. 
2410,example_pdfs/N25610-56_9707_11_OCT19_Russelhobbs.pdf,sk,POUŽÍVANIE REŽIMU VOPRED ZOMLETÁ KÁVA,,Po dokončení kávy svetielko prestane blikať a zostane svietiť.
2411,example_pdfs/N25610-56_9707_11_OCT19_Russelhobbs.pdf,sk,POUŽÍVANIE REŽIMU VOPRED ZOMLETÁ KÁVA,,GBDEFRNLITESPTDKSENOFIRUCZSKPLHRSIGRHUTRROBGAE
2412,example_pdfs/N25610-56_9707_11_OCT19_Russelhobbs.pdf,sk,UDRŽIAVANIE TEPLOTY,,• Po dokončení kávy bude ohrievacia platňa udržiavať kávu teplú 40 minút. Režim udržiavania teploty je rozoznateľný rozsvietením svetla okolo tlačidla +. Po 40 minútach svetlo zhasne. 
2413,example_pdfs/N25610-56_9707_11_OCT19_Russelhobbs.pdf,sk,POUŽÍVANIE ČASOVAČA,,"Pozn.: Dbajte o to, aby boli hodiny nastavené na správny čas. Používajte na to tlačidlá hr (hod) a min (min)."
2414,example_pdfs/N25610-56_9707_11_OCT19_Russelhobbs.pdf,sk,POUŽÍVANIE ČASOVAČA,,1. 
2415,example_pdfs/N25610-56_9707_11_OCT19_Russelhobbs.pdf,sk,POUŽÍVANIE ČASOVAČA,,"Pripravte kávovar podľa toho, aký režim používate, ale nestláčajte tlačidlo + na začatie prekvapkávania."
2416,example_pdfs/N25610-56_9707_11_OCT19_Russelhobbs.pdf,sk,POUŽÍVANIE ČASOVAČA,,2. 
2417,example_pdfs/N25610-56_9707_11_OCT19_Russelhobbs.pdf,sk,POUŽÍVANIE ČASOVAČA,,Stlačte tlačidlo Y. Tlačidlo bude blikať a na displeji bude blikať ikonka Y. 
2418,example_pdfs/N25610-56_9707_11_OCT19_Russelhobbs.pdf,sk,POUŽÍVANIE ČASOVAČA,,3. 
2419,example_pdfs/N25610-56_9707_11_OCT19_Russelhobbs.pdf,sk,POUŽÍVANIE ČASOVAČA,,"Do 10 sekúnd od stlačenia tlačidla Y nastavte pomocou tlačidiel hr (hod) a min (min) čas, kedy chcete, aby kávovar začal s prekvapkávaním."
2420,example_pdfs/N25610-56_9707_11_OCT19_Russelhobbs.pdf,sk,POUŽÍVANIE ČASOVAČA,,4. 
2421,example_pdfs/N25610-56_9707_11_OCT19_Russelhobbs.pdf,sk,POUŽÍVANIE ČASOVAČA,,"Ak už bol čas predtým naprogramovaný, bude blikať na displeji, inak bude na displeji zobrazené prednastavené nastavenie s 8:00."
2422,example_pdfs/N25610-56_9707_11_OCT19_Russelhobbs.pdf,sk,POUŽÍVANIE ČASOVAČA,,5. 
2423,example_pdfs/N25610-56_9707_11_OCT19_Russelhobbs.pdf,sk,POUŽÍVANIE ČASOVAČA,,"10 sekúnd po tom, ako ste dokončili nastavenie času prestane tlačidlo Y blikať a zostane svietiť. Ikonka Y na displeji tiež prestane blikať a zostane svietiť. Váš kávovar je teraz naprogramovaný na začatie prekvapkávania v čase, ktorý ste zvolili."
